id,profession,image_link,internal_id,name,learned_from,skill_required,action,result,armor_class,item_quality,item_slot
311,Leatherworking,imgs/Leatherworking/id7349.png,id7349,Herbalist's Gloves,recipe,135,Passive: Herbalism +5. ,1,Leather,Uncommon,Hands
312,Leatherworking,imgs/Leatherworking/id7359.png,id7359,Heavy Earthen Gloves,recipe,145,Passive: +16 Attack Power. ,1,Leather,Uncommon,Hands
313,Leatherworking,imgs/Leatherworking/id4265.png,id4265,Heavy Armor Kit,trainer,150,"Use: Permanently increase the armor value of an item worn on the chest, legs, hands or feet by 24.  Only usable on items level 15 and above. ",1,None,Common,
314,Leatherworking,imgs/Leatherworking/id7371.png,id7371,Heavy Quiver,trainer,150,Passive: Increases ranged attack speed by 12%. ,1,Quiver,Uncommon,
315,Leatherworking,imgs/Leatherworking/id7372.png,id7372,Heavy Leather Ammo Pouch,trainer,150,Passive: Increases ranged attack speed by 12%. ,1,Ammo Pouch,Uncommon,
316,Leatherworking,imgs/Leatherworking/id18662.png,id18662,Heavy Leather Ball,recipe,150,Use: Throw the ball to a friendly player.   If they have free room in their pack they will catch it! ,1,None,Common,
317,Leatherworking,imgs/Leatherworking/id7375.png,id7375,Green Whelp Armor,recipe,175,"Passive: When struck by a melee attacker, that attacker has a 5% chance of being put to sleep for 10 seconds.  Only affects enemies level 50 and below. ",1,Leather,Uncommon,Chest
318,Leatherworking,imgs/Leatherworking/id7377.png,id7377,Frost Leather Cloak,trainer,180,Passive: Increases damage done by Frost spells and effects by up to 11. ,1,Cloth,Uncommon,Back
319,Leatherworking,imgs/Leatherworking/id4262.png,id4262,Gem-studded Leather Belt,recipe,185,Use: Heal yourself for 225 to 375. ,1,Leather,Rare,Waist
320,Leatherworking,imgs/Leatherworking/id17721.png,id17721,Gloves of the Greatfather,recipe,190,Passive: Increases healing done by spells and effects by up to 18. ,1,Leather,Uncommon,Hands
321,Leatherworking,imgs/Leatherworking/id4264.png,id4264,Barbaric Belt,recipe,200,Use: Increase Rage by 30. ,1,Leather,Uncommon,Waist
322,Leatherworking,imgs/Leatherworking/id7391.png,id7391,Swift Boots,recipe,200,Use: Increases run speed by 40% for 15 seconds. ,1,Leather,Uncommon,Feet
323,Leatherworking,imgs/Leatherworking/id8173.png,id8173,Thick Armor Kit,trainer,200,"Use: Permanently increase the armor value of an item worn on the chest, legs, hands or feet by 32.  Only usable on items level 25 and above. ",1,None,Common,
324,Leatherworking,imgs/Leatherworking/id18238.png,id18238,Shadowskin Gloves,recipe,200,Passive: Improves your chance to get a critical strike by 1%. ,1,Leather,Rare,Hands
325,Leatherworking,imgs/Leatherworking/id8217.png,id8217,Quickdraw Quiver,trainer,225,Passive: Increases ranged attack speed by 13%. ,1,Quiver,Uncommon,
326,Leatherworking,imgs/Leatherworking/id8218.png,id8218,Thick Leather Ammo Pouch,trainer,225,Passive: Increases ranged attack speed by 13%. ,1,Ammo Pouch,Uncommon,
327,Leatherworking,imgs/Leatherworking/id8197.png,id8197,Nightscape Boots,trainer,235,Passive: Increases your effective stealth level by 1. ,1,Leather,Uncommon,Feet
328,Leatherworking,imgs/Leatherworking/id8348.png,id8348,Helm of Fire,trainer,250,Use: Hurls a fiery ball that causes 286 to 376 Fire damage and an additional 40 damage over 8 seconds. ,1,Leather,Rare,Head
329,Leatherworking,imgs/Leatherworking/id15564.png,id15564,Rugged Armor Kit,trainer,250,"Use: Permanently increase the armor value of an item worn on the chest, legs, hands or feet by 40.  Only usable on items level 35 and above. ",1,None,Common,
330,Leatherworking,imgs/Leatherworking/id8367.png,id8367,Dragonscale Breastplate,trainer,255,Use: Absorbs 600 magical damage.  Lasts 2 minutes. ,1,Mail,Rare,Chest
331,Leatherworking,imgs/Leatherworking/id19052.png,id19052,Dawn Treaders,recipe,290,Passive: Increases your chance to dodge an attack by 1%. ,1,Leather,Rare,Feet
332,Leatherworking,imgs/Leatherworking/id18251.png,id18251,Core Armor Kit,recipe,300,"Use: Permanently increase the defense value of an item worn on the chest, legs, hands or feet by 3.  Only usable on items level 45 and above. ",1,None,Rare,
333,Leatherworking,imgs/Leatherworking/id18508.png,id18508,Swift Flight Bracers,recipe,300,Passive: +41 ranged Attack Power. ,1,Mail,Rare,Wrist
334,Leatherworking,imgs/Leatherworking/id19058.png,id19058,Golden Mantle of the Dawn,recipe,300,Passive: Increases your chance to dodge an attack by 1%. ,1,Leather,Rare,Shoulder
335,Leatherworking,imgs/Leatherworking/id19687.png,id19687,Primal Batskin Bracers,recipe,300,Passive: Improves your chance to hit by 1%. ,1,Leather,Rare,Wrist
336,Leatherworking,imgs/Leatherworking/id19686.png,id19686,Primal Batskin Gloves,recipe,300,Passive: Improves your chance to hit by 2%. ,1,Leather,Rare,Hands
337,Leatherworking,imgs/Leatherworking/id19685.png,id19685,Primal Batskin Jerkin,recipe,300,Passive: Improves your chance to hit by 1%. ,1,Leather,Rare,Chest
338,Leatherworking,imgs/Leatherworking/id20481.png,id20481,Spitfire Bracers,recipe,300,Passive: Restores 4 mana per 5 sec. ,1,Mail,Rare,Wrist
339,Leatherworking,imgs/Leatherworking/id20480.png,id20480,Spitfire Gauntlets,recipe,300,Passive: Restores 5 mana per 5 sec. ,1,Mail,Rare,Hands
340,Leatherworking,imgs/Leatherworking/id20479.png,id20479,Spitfire Breastplate,recipe,300,Passive: Restores 6 mana per 5 sec. ,1,Mail,Rare,Chest
341,Leatherworking,imgs/Leatherworking/id20380.png,id20380,Dreamscale Breastplate,recipe,300,Passive: Restores 4 mana per 5 sec. ,1,Mail,Epic,Chest
342,Leatherworking,imgs/Leatherworking/id15138.png,id15138,Onyxia Scale Cloak,trainer,0,Passive: Protects the wearer from being fully engulfed by Shadow Flame. ,1,Cloth,Rare,Back
343,Tailoring,imgs/Tailoring/id18258.png,id18258,Gordok Ogre Suit,trainer,0,"Use: Disguise yourself as one of the Gordok ogres, and maybe even fool a particular captain in the process!  The suit will only hold together for 10 minutes. ",1,None,Uncommon,
344,Leatherworking,imgs/Leatherworking/id21278.png,id21278,Stormshroud Gloves,recipe,0,Passive: Improves your chance to get a critical strike by 1%. ,1,Leather,Rare,Hands
345,Leatherworking,imgs/Leatherworking/id8347.png,id8347,Dragonscale Gauntlets,trainer,225,Passive: Improves your chance to get a critical strike by 1%. ,1,Mail,Rare,Hands
346,Leatherworking,imgs/Leatherworking/id15050.png,id15050,Black Dragonscale Breastplate,recipe,290,Passive: +50 Attack Power. ,1,Mail,Rare,Chest
347,Leatherworking,imgs/Leatherworking/id15047.png,id15047,Red Dragonscale Breastplate,recipe,300,Passive: Increases healing done by spells and effects by up to 66. ,1,Mail,Rare,Chest
348,Leatherworking,imgs/Leatherworking/id15051.png,id15051,Black Dragonscale Shoulders,recipe,300,Passive: +40 Attack Power. ,1,Mail,Rare,Shoulder
349,Leatherworking,imgs/Leatherworking/id15052.png,id15052,Black Dragonscale Leggings,recipe,300,Passive: +54 Attack Power. ,1,Mail,Rare,Legs
350,Leatherworking,imgs/Leatherworking/id16984.png,id16984,Black Dragonscale Boots,recipe,300,Passive: +28 Attack Power. ,1,Mail,Epic,Feet
351,Leatherworking,imgs/Leatherworking/id18509.png,id18509,Chromatic Cloak,recipe,300,Passive: Improves your chance to get a critical strike with spells by 1%. ,1,Cloth,Epic,Back
352,Leatherworking,imgs/Leatherworking/id19157.png,id19157,Chromatic Gauntlets,recipe,0,Passive: +44 Attack Power. ,1,Mail,Epic,Hands
353,Leatherworking,imgs/Leatherworking/id8346.png,id8346,Gauntlets of the Sea,trainer,230,Use: Heal friendly target for 300 to 500. ,1,Leather,Rare,Hands
354,Leatherworking,imgs/Leatherworking/id15061.png,id15061,Living Shoulders,recipe,270,Passive: Increases healing done by spells and effects by up to 31. ,1,Leather,Rare,Shoulder
355,Leatherworking,imgs/Leatherworking/id15057.png,id15057,Stormshroud Pants,recipe,275,Passive: Improves your chance to get a critical strike by 2%. ,1,Leather,Rare,Legs
356,Leatherworking,imgs/Leatherworking/id15060.png,id15060,Living Leggings,recipe,285,Passive: Increases healing done by spells and effects by up to 26. ,1,Leather,Rare,Legs
357,Leatherworking,imgs/Leatherworking/id15056.png,id15056,Stormshroud Armor,recipe,285,Passive: Improves your chance to get a critical strike by 2%. ,1,Leather,Rare,Chest
358,Leatherworking,imgs/Leatherworking/id15058.png,id15058,Stormshroud Shoulders,recipe,295,Passive: Improves your chance to get a critical strike by 1%. ,1,Leather,Rare,Shoulder
359,Leatherworking,imgs/Leatherworking/id15059.png,id15059,Living Breastplate,recipe,300,Passive: Increases healing done by spells and effects by up to 26. ,1,Leather,Rare,Chest
360,Leatherworking,imgs/Leatherworking/id16983.png,id16983,Molten Helm,recipe,300,Passive: Increases your chance to dodge an attack by 1%. ,1,Leather,Epic,Head
361,Leatherworking,imgs/Leatherworking/id18511.png,id18511,Shifting Cloak,recipe,300,Passive: Increases your chance to dodge an attack by 1%. ,1,Cloth,Epic,Back
362,Leatherworking,imgs/Leatherworking/id8345.png,id8345,Wolfshead Helm,trainer,225,"Passive: When shapeshifting into Cat form the Druid gains 20 energy, when shapeshifting into Bear form the Druid gains 5 rage. ",1,Leather,Rare,Head
363,Leatherworking,imgs/Leatherworking/id15063.png,id15063,Devilsaur Gauntlets,recipe,290,Passive: +28 Attack Power. ,1,Leather,Rare,Hands
364,Leatherworking,imgs/Leatherworking/id15062.png,id15062,Devilsaur Leggings,recipe,300,Passive: +46 Attack Power. ,1,Leather,Rare,Legs
365,Leatherworking,imgs/Leatherworking/id18510.png,id18510,Hide of the Wild,recipe,300,Passive: Increases healing done by spells and effects by up to 42. ,1,Cloth,Epic,Back
366,Leatherworking,imgs/Leatherworking/id19162.png,id19162,Corehound Belt,recipe,0,Passive: Increases healing done by spells and effects by up to 62. ,1,Leather,Epic,Waist
367,Tailoring,imgs/Tailoring/id4317.png,id4317,Phoenix Pants,recipe,125,Equip: Increases damage done by Fire spells and effects by up to 10. ,1,Cloth,Uncommon,Legs
368,Tailoring,imgs/Tailoring/id4331.png,id4331,Phoenix Gloves,recipe,125,Equip: Increases damage done by Fire spells and effects by up to 9. ,1,Cloth,Uncommon,Hands
369,Tailoring,imgs/Tailoring/id7046.png,id7046,Azure Silk Pants,trainer,140,Equip: Increases damage done by Frost spells and effects by up to 10. ,1,Cloth,Uncommon,Legs
370,Tailoring,imgs/Tailoring/id4319.png,id4319,Azure Silk Gloves,recipe,145,Equip: Increases damage done by Frost spells and effects by up to 10. ,1,Cloth,Uncommon,Hands
371,Tailoring,imgs/Tailoring/id7047.png,id7047,Hands of Darkness,recipe,145,Equip: Increases damage done by Shadow spells and effects by up to 9. ,1,Cloth,Uncommon,Hands
372,Tailoring,imgs/Tailoring/id4324.png,id4324,Azure Silk Vest,trainer,150,Equip: Increases damage done by Frost spells and effects by up to 7. ,1,Cloth,Uncommon,Chest
373,Tailoring,imgs/Tailoring/id7049.png,id7049,Truefaith Gloves,recipe,150,Equip: Increases healing done by spells and effects by up to 15. ,1,Cloth,Uncommon,Hands
374,Tailoring,imgs/Tailoring/id4323.png,id4323,Shadow Hood,recipe,170,Equip: Increases damage done by Shadow spells and effects by up to 7. ,1,Cloth,Uncommon,Head
375,Tailoring,imgs/Tailoring/id7052.png,id7052,Azure Silk Belt,trainer,175,Equip: Increases swim speed by 15%. ,1,Cloth,Uncommon,Waist
376,Tailoring,imgs/Tailoring/id7053.png,id7053,Azure Silk Cloak,recipe,175,Equip: Increases damage done by Frost spells and effects by up to 10. ,1,Cloth,Uncommon,Back
377,Tailoring,imgs/Tailoring/id4328.png,id4328,Spider Belt,recipe,180,Use: Removes existing Immobilizing effects and makes you immune to Immobilizing effects for 5 seconds. ,1,Cloth,Uncommon,Waist
378,Tailoring,imgs/Tailoring/id7054.png,id7054,Robe of Power,trainer,190,Equip: Increases damage and healing done by magical spells and effects by up to 14. ,1,Cloth,Rare,
379,Tailoring,imgs/Tailoring/id7060.png,id7060,Azure Shoulders,recipe,190,Equip: Increases damage done by Frost spells and effects by up to 13. ,1,Cloth,Uncommon,Shoulder
380,Tailoring,imgs/Tailoring/id4329.png,id4329,Star Belt,recipe,200,Equip: Increases damage and healing done by magical spells and effects by up to 13. ,1,Cloth,Uncommon,Waist
381,Tailoring,imgs/Tailoring/id7064.png,id7064,Crimson Silk Gloves,trainer,210,Equip: Increases damage done by Fire spells and effects by up to 14. ,1,Cloth,Uncommon,Hands
382,Tailoring,imgs/Tailoring/id10002.png,id10002,Shadoweave Pants,trainer,210,Equip: Increases damage done by Shadow spells and effects by up to 21. ,1,Cloth,Uncommon,Legs
383,Tailoring,imgs/Tailoring/id10003.png,id10003,Black Mageweave Gloves,trainer,215,Equip: Increases damage and healing done by magical spells and effects by up to 15. ,1,Cloth,Uncommon,Hands
384,Tailoring,imgs/Tailoring/id10004.png,id10004,Shadoweave Robe,trainer,215,Equip: Increases damage done by Shadow spells and effects by up to 21. ,1,Cloth,Uncommon,
385,Tailoring,imgs/Tailoring/id10009.png,id10009,Red Mageweave Pants,recipe,215,Equip: Increases damage and healing done by magical spells and effects by up to 14. ,1,Cloth,Uncommon,Legs
386,Tailoring,imgs/Tailoring/id10018.png,id10018,Red Mageweave Gloves,recipe,225,Equip: Increases damage and healing done by magical spells and effects by up to 11. ,1,Cloth,Uncommon,Hands
387,Tailoring,imgs/Tailoring/id10019.png,id10019,Dreamweave Gloves,trainer,225,Equip: Increases damage and healing done by magical spells and effects by up to 18. ,1,Cloth,Rare,Hands
388,Tailoring,imgs/Tailoring/id10042.png,id10042,Cindercloth Robe,trainer,225,Equip: Increases damage done by Fire spells and effects by up to 27. ,1,Cloth,Uncommon,
389,Tailoring,imgs/Tailoring/id10021.png,id10021,Dreamweave Vest,trainer,225,Equip: Increases damage and healing done by magical spells and effects by up to 18. ,1,Cloth,Rare,Chest
390,Tailoring,imgs/Tailoring/id10023.png,id10023,Shadoweave Gloves,trainer,225,Equip: Increases damage done by Shadow spells and effects by up to 17. ,1,Cloth,Uncommon,Hands
391,Tailoring,imgs/Tailoring/id10028.png,id10028,Shadoweave Shoulders,trainer,235,Equip: Increases damage done by Shadow spells and effects by up to 17. ,1,Cloth,Uncommon,Shoulder
392,Tailoring,imgs/Tailoring/id10030.png,id10030,Admiral's Hat,recipe,240,Use: Gives 10 additional stamina to party members within 30 yards. ,1,Cloth,Uncommon,Head
393,Tailoring,imgs/Tailoring/id10031.png,id10031,Shadoweave Boots,trainer,240,Equip: Increases damage done by Shadow spells and effects by up to 14. ,1,Cloth,Uncommon,Feet
394,Tailoring,imgs/Tailoring/id10025.png,id10025,Shadoweave Mask,recipe,245,Equip: Increases damage done by Shadow spells and effects by up to 24. ,1,Cloth,Uncommon,Head
395,Tailoring,imgs/Tailoring/id10044.png,id10044,Cindercloth Boots,trainer,245,Equip: Increases damage done by Fire spells and effects by up to 21. ,1,Cloth,Uncommon,Feet
396,Tailoring,imgs/Tailoring/id10041.png,id10041,Dreamweave Circlet,trainer,250,Equip: Increases damage and healing done by magical spells and effects by up to 15. ,1,Cloth,Uncommon,Head
397,Tailoring,imgs/Tailoring/id10036.png,id10036,Tuxedo Jacket,recipe,250,Equip: Impress others with your fashion sense. ,1,Cloth,Common,Chest
398,Tailoring,imgs/Tailoring/id13869.png,id13869,Frostweave Tunic,recipe,255,Equip: Increases damage done by Frost spells and effects by up to 24. ,1,Cloth,Uncommon,Chest
399,Tailoring,imgs/Tailoring/id13868.png,id13868,Frostweave Robe,recipe,255,Equip: Increases damage done by Frost spells and effects by up to 24. ,1,Cloth,Uncommon,
400,Tailoring,imgs/Tailoring/id14042.png,id14042,Cindercloth Vest,recipe,260,Equip: Increases damage done by Fire spells and effects by up to 24. ,1,Cloth,Uncommon,Chest
401,Tailoring,imgs/Tailoring/id14143.png,id14143,Ghostweave Belt,recipe,265,Equip: Restores 6 mana per 5 sec. ,1,Cloth,Uncommon,Waist
402,Tailoring,imgs/Tailoring/id13870.png,id13870,Frostweave Gloves,recipe,265,Equip: Increases damage done by Frost spells and effects by up to 21. ,1,Cloth,Uncommon,Hands
403,Tailoring,imgs/Tailoring/id14043.png,id14043,Cindercloth Gloves,recipe,270,Equip: Increases damage done by Fire spells and effects by up to 17. ,1,Cloth,Uncommon,Hands
404,Tailoring,imgs/Tailoring/id14142.png,id14142,Ghostweave Gloves,recipe,270,Equip: Restores 6 mana per 5 sec. ,1,Cloth,Uncommon,Hands
405,Tailoring,imgs/Tailoring/id14141.png,id14141,Ghostweave Vest,recipe,275,Equip: Restores 8 mana per 5 sec. ,1,Cloth,Uncommon,Chest
406,Tailoring,imgs/Tailoring/id13863.png,id13863,Runecloth Gloves,recipe,275,Equip: Increases damage and healing done by magical spells and effects by up to 12. ,1,Cloth,Uncommon,Hands
407,Tailoring,imgs/Tailoring/id14044.png,id14044,Cindercloth Cloak,recipe,275,Equip: Increases damage done by Fire spells and effects by up to 13. ,1,Cloth,Uncommon,Back
408,Tailoring,imgs/Tailoring/id14107.png,id14107,Felcloth Pants,recipe,275,Equip: Increases damage done by Shadow spells and effects by up to 26. ,1,Cloth,Uncommon,Legs
409,Tailoring,imgs/Tailoring/id14103.png,id14103,Brightcloth Cloak,recipe,275,Equip: Increases damage done by Frost spells and effects by up to 10. ,1,Cloth,Uncommon,Back
410,Tailoring,imgs/Tailoring/id14134.png,id14134,Cloak of Fire,recipe,275,Use: Deals 25 Fire damage every 5 sec to all nearby enemies for 15 seconds. ,1,Cloth,Rare,Back
411,Tailoring,imgs/Tailoring/id13871.png,id13871,Frostweave Pants,recipe,280,Equip: Increases damage done by Frost spells and effects by up to 26. ,1,Cloth,Uncommon,Legs
412,Tailoring,imgs/Tailoring/id14045.png,id14045,Cindercloth Pants,recipe,280,Equip: Increases damage done by Fire spells and effects by up to 26. ,1,Cloth,Uncommon,Legs
413,Tailoring,imgs/Tailoring/id14136.png,id14136,Robe of Winter Night,recipe,285,Equip: Increases damage done by Shadow spells and effects by up to 40. ,1,Cloth,Rare,
414,Tailoring,imgs/Tailoring/id14108.png,id14108,Felcloth Boots,recipe,285,Equip: Increases damage done by Fire spells and effects by up to 17. ,1,Cloth,Uncommon,Feet
415,Tailoring,imgs/Tailoring/id14144.png,id14144,Ghostweave Pants,recipe,290,Equip: Restores 8 mana per 5 sec. ,1,Cloth,Uncommon,Legs
416,Tailoring,imgs/Tailoring/id14111.png,id14111,Felcloth Hood,recipe,290,Equip: Increases damage done by Shadow spells and effects by up to 30. ,1,Cloth,Uncommon,Head
417,Tailoring,imgs/Tailoring/id19047.png,id19047,Wisdom of the Timbermaw,recipe,290,Equip: Restores 4 mana per 5 sec. ,1,Cloth,Rare,Waist
418,Tailoring,imgs/Tailoring/id14106.png,id14106,Felcloth Robe,recipe,300,Equip: Increases damage done by Shadow spells and effects by up to 36. ,1,Cloth,Uncommon,
419,Tailoring,imgs/Tailoring/id14112.png,id14112,Felcloth Shoulders,recipe,300,Equip: Increases damage done by Shadow spells and effects by up to 26. ,1,Cloth,Uncommon,Shoulder
420,Tailoring,imgs/Tailoring/id14146.png,id14146,Gloves of Spell Mastery,recipe,300,Equip: Improves your chance to get a critical strike with spells by 2%. ,1,Cloth,Epic,Hands
421,Tailoring,imgs/Tailoring/id14154.png,id14154,Truefaith Vestments,recipe,300,Equip: Increases healing done by spells and effects by up to 73. ,1,Cloth,Epic,
422,Tailoring,imgs/Tailoring/id14152.png,id14152,Robe of the Archmage,recipe,300,Equip: Increases damage and healing done by magical spells and effects by up to 40. ,1,Cloth,Epic,
423,Tailoring,imgs/Tailoring/id14153.png,id14153,Robe of the Void,recipe,300,Equip: Increases damage and healing done by magical spells and effects by up to 46. ,1,Cloth,Epic,
424,Tailoring,imgs/Tailoring/id18263.png,id18263,Flarecore Wraps,recipe,300,Equip: Restores 9 mana per 5 sec. ,1,Cloth,Epic,Wrist
425,Tailoring,imgs/Tailoring/id18405.png,id18405,Belt of the Archmage,recipe,300,Equip: Improves your chance to get a critical strike with spells by 1%. ,1,Cloth,Epic,Waist
426,Tailoring,imgs/Tailoring/id18407.png,id18407,Felcloth Gloves,recipe,300,Equip: Increases damage done by Shadow spells and effects by up to 33. ,1,Cloth,Rare,Hands
427,Tailoring,imgs/Tailoring/id18408.png,id18408,Inferno Gloves,recipe,300,Equip: Increases damage done by Fire spells and effects by up to 33. ,1,Cloth,Rare,Hands
428,Tailoring,imgs/Tailoring/id18413.png,id18413,Cloak of Warding,recipe,300,Equip: Increased Defense +5. ,1,Cloth,Rare,Back
429,Tailoring,imgs/Tailoring/id19050.png,id19050,Mantle of the Timbermaw,recipe,300,Equip: Restores 6 mana per 5 sec. ,1,Cloth,Rare,Shoulder
430,Tailoring,imgs/Tailoring/id19156.png,id19156,Flarecore Robe,recipe,300,Equip: Increases damage and healing done by magical spells and effects by up to 23. ,1,Cloth,Epic,
431,Tailoring,imgs/Tailoring/id19165.png,id19165,Flarecore Leggings,recipe,300,Equip: Increases damage and healing done by magical spells and effects by up to 43. ,1,Cloth,Epic,Legs
432,Tailoring,imgs/Tailoring/id19684.png,id19684,Bloodvine Boots,recipe,300,Equip: Improves your chance to hit with spells by 1%. ,1,Cloth,Rare,Feet
433,Tailoring,imgs/Tailoring/id19683.png,id19683,Bloodvine Leggings,recipe,300,Equip: Improves your chance to hit with spells by 1%. ,1,Cloth,Rare,Legs
434,Tailoring,imgs/Tailoring/id19682.png,id19682,Bloodvine Vest,recipe,300,Equip: Improves your chance to hit with spells by 2%. ,1,Cloth,Rare,Chest
435,Tailoring,imgs/Tailoring/id20539.png,id20539,Runed Stygian Belt,recipe,300,Equip: Restores 3 mana per 5 sec. ,1,Cloth,Rare,Waist
436,Tailoring,imgs/Tailoring/id20537.png,id20537,Runed Stygian Boots,recipe,300,Equip: Restores 4 mana per 5 sec. ,1,Cloth,Rare,Feet
437,Tailoring,imgs/Tailoring/id20538.png,id20538,Runed Stygian Leggings,recipe,300,Equip: Restores 6 mana per 5 sec. ,1,Cloth,Rare,Legs
438,Tailoring,imgs/Tailoring/id7027.png,id7027,Boots of Darkness,trainer,0,Equip: Damages all nearby enemies for 204 to 276 nature damage ,1,Cloth,Uncommon,Feet
439,Alchemy,imgs/Alchemy/id2460.png,id2460,Elixir of Tongues,recipe,70,Elixir of Tongues (NYI),1,None,Common,
440,Alchemy,imgs/Alchemy/id6370.png,id6370,Blackmouth Oil,trainer,80,Blackmouth Oil,1,Reagent,Common,
441,Alchemy,imgs/Alchemy/id6371.png,id6371,Fire Oil,trainer,130,Fire Oil,1,Reagent,Common,
442,Alchemy,imgs/Alchemy/id9061.png,id9061,Goblin Rocket Fuel,recipe,210,Goblin Rocket Fuel,1,Reagent,Common,
443,Alchemy,imgs/Alchemy/id9149.png,id9149,Philosophers' Stone,recipe,225,Philosopher's Stone,1,Trade Goods,Common,
444,Alchemy,imgs/Alchemy/id3577.png,id3577,Transmute: Iron to Gold,recipe,225,Gold Bar,1,Trade Goods,Uncommon,
445,Alchemy,imgs/Alchemy/id6037.png,id6037,Transmute: Mithril to Truesilver,recipe,225,Truesilver Bar,1,Trade Goods,Uncommon,
446,Alchemy,imgs/Alchemy/id9210.png,id9210,Ghost Dye,recipe,245,Ghost Dye,1,Trade Goods,Common,
447,Alchemy,imgs/Alchemy/id13423.png,id13423,Stonescale Oil,trainer,250,Stonescale Oil,1,Reagent,Common,
448,Alchemy,imgs/Alchemy/id12360.png,id12360,Transmute: Arcanite,recipe,275,Arcanite Bar,1,Trade Goods,Uncommon,
449,Alchemy,imgs/Alchemy/id7078.png,id7078,Transmute: Air to Fire,recipe,275,Essence of Fire,1,Reagent,Uncommon,
450,Alchemy,imgs/Alchemy/id7080.png,id7080,Transmute: Undeath to Water,recipe,275,Essence of Water,1,Reagent,Uncommon,
451,Alchemy,imgs/Alchemy/id12803.png,id12803,Transmute: Earth to Life,recipe,275,Living Essence,1,Reagent,Uncommon,
452,Alchemy,imgs/Alchemy/id7076.png,id7076,Transmute: Life to Earth,recipe,275,Essence of Earth,1,Reagent,Uncommon,
453,Alchemy,imgs/Alchemy/id7082.png,id7082,Transmute: Water to Air,recipe,275,Essence of Air,1,Reagent,Uncommon,
454,Alchemy,imgs/Alchemy/id12808.png,id12808,Transmute: Water to Undeath,recipe,275,Essence of Undeath,1,Reagent,Uncommon,
455,Alchemy,imgs/Alchemy/id7068.png,id7068,Transmute: Elemental Fire,recipe,300,Elemental Fire,3,Reagent,Common,
456,Alchemy,imgs/Alchemy/id5632.png,id5632,Cowardly Flight Potion,trainer,0,,1,None,Common,
457,Alchemy,imgs/Alchemy/id8827.png,id8827,Elixir of Waterwalking,trainer,0,,1,None,Common,
458,Alchemy,imgs/Alchemy/id13460.png,id13460,Greater Holy Protection Potion,trainer,0,,1,None,Common,
459,Alchemy,imgs/Alchemy/id17967.png,id17967,Refined Scale of Onyxia,trainer,0,,1,None,Common,
460,Blacksmithing,imgs/Blacksmithing/id2853.png,id2853,Copper Bracers,trainer,1,Copper Bracers,1,Mail,Common,Wrist
461,Blacksmithing,imgs/Blacksmithing/id10421.png,id10421,Rough Copper Vest,trainer,1,Rough Copper Vest,1,Mail,Common,Chest
462,Blacksmithing,imgs/Blacksmithing/id2852.png,id2852,Copper Chain Pants,trainer,1,Copper Chain Pants,1,Mail,Common,Legs
463,Blacksmithing,imgs/Blacksmithing/id2844.png,id2844,Copper Mace,trainer,15,Copper Mace,1,Mace,Common,Main Hand
464,Blacksmithing,imgs/Blacksmithing/id3469.png,id3469,Copper Chain Boots,trainer,20,Copper Chain Boots,1,Mail,Common,Feet
465,Blacksmithing,imgs/Blacksmithing/id2845.png,id2845,Copper Axe,trainer,20,Copper Axe,1,Axe,Common,Main Hand
466,Blacksmithing,imgs/Blacksmithing/id3470.png,id3470,Rough Grinding Stone,trainer,25,Rough Grinding Stone,1,Trade Goods,Common,
467,Blacksmithing,imgs/Blacksmithing/id2847.png,id2847,Copper Shortsword,trainer,25,Copper Shortsword,1,Sword,Common,Main Hand
468,Blacksmithing,imgs/Blacksmithing/id7166.png,id7166,Copper Dagger,trainer,30,Copper Dagger,1,Dagger,Common,One-Hand
469,Blacksmithing,imgs/Blacksmithing/id7955.png,id7955,Copper Claymore,trainer,30,Copper Claymore,1,Two-Hand Sword,Common,
470,Blacksmithing,imgs/Blacksmithing/id3488.png,id3488,Copper Battle Axe,trainer,35,Copper Battle Axe,1,Two-Hand Axe,Uncommon,
471,Blacksmithing,imgs/Blacksmithing/id3471.png,id3471,Copper Chain Vest,recipe,35,Copper Chain Vest,1,Mail,Uncommon,Chest
472,Blacksmithing,imgs/Blacksmithing/id2851.png,id2851,Copper Chain Belt,trainer,35,Copper Chain Belt,1,Mail,Common,Waist
473,Blacksmithing,imgs/Blacksmithing/id3472.png,id3472,Runed Copper Gauntlets,trainer,40,Runed Copper Gauntlets,1,Mail,Common,Hands
474,Blacksmithing,imgs/Blacksmithing/id3473.png,id3473,Runed Copper Pants,trainer,45,Runed Copper Pants,1,Mail,Uncommon,Legs
475,Blacksmithing,imgs/Blacksmithing/id3474.png,id3474,Gemmed Copper Gauntlets,recipe,60,Gemmed Copper Gauntlets of ...,1,Mail,Uncommon,Hands
476,Blacksmithing,imgs/Blacksmithing/id6214.png,id6214,Heavy Copper Maul,trainer,65,Heavy Copper Maul,1,Two-Hand Mace,Common,
477,Blacksmithing,imgs/Blacksmithing/id3478.png,id3478,Coarse Grinding Stone,trainer,75,Coarse Grinding Stone,1,Trade Goods,Common,
478,Blacksmithing,imgs/Blacksmithing/id2864.png,id2864,Runed Copper Breastplate,recipe,80,Runed Copper Breastplate,1,Mail,Uncommon,Chest
479,Blacksmithing,imgs/Blacksmithing/id2854.png,id2854,Runed Copper Bracers,trainer,90,Runed Copper Bracers,1,Mail,Common,Wrist
